SaleId,Category,Product,Qty,Sale,Currency
Japan_TX1385,Tshirts,Tshirts 6,46.0,1145.75,JPY
Japan_TX1386,Smart Phone,Smart Phone 6,13.0,755.25,JPY
Japan_TX1387,Tshirts,Tshirts 5,24.0,1048.93,JPY
Japan_TX1388,Tshirts,Tshirts 6,35.0,730.55,JPY
Japan_TX1389,Perfumes,Perfumes 4,21.0,524.3,JPY
Japan_TX1390,Jeans,Jeans 5,23.0,1040.1,JPY
Japan_TX1391,Shoes,Shoes 6,24.0,1067.86,JPY
Japan_TX1392,Perfumes,Perfumes 2,39.0,529.28,JPY
Japan_TX1393,Water Bottles,Water Bottles 3,44.0,778.41,JPY
Japan_TX1394,Perfumes,Perfumes 6,10.0,982.48,JPY
Japan_TX1395,Tshirts,Tshirts 5,46.0,1043.62,JPY
Japan_TX1396,Jeans,Jeans 5,40.0,638.86,JPY
Japan_TX1397,Jeans,Jeans 6,31.0,544.08,JPY
Japan_TX1398,Tshirts,Tshirts 2,33.0,717.28,JPY
Japan_TX1399,Perfumes,Perfumes 4,9.0,1153.32,JPY
Japan_TX1400,Tshirts,Tshirts 5,43.0,592.45,JPY
Japan_TX1401,Water Bottles,Water Bottles 4,17.0,639.91,JPY
Japan_TX1402,Shoes,Shoes 5,,785.52,JPY
Japan_TX1403,Tshirts,Tshirts 1,13.0,,JPY
Japan_TX1404,Tshirts,Tshirts 4,,1066.85,JPY
Japan_TX1405,Shoes,Shoes 6,3.0,789.24,JPY
Japan_TX1406,Smart Phone,Smart Phone 6,46.0,980.87,JPY
Japan_TX1407,Smart Phone,Smart Phone 2,13.0,,JPY
Japan_TX1408,Shoes,Shoes 3,40.0,944.17,JPY
Japan_TX1409,Smart Phone,Smart Phone 4,19.0,864.58,JPY
Japan_TX1410,Shoes,Shoes 2,,656.47,JPY
Japan_TX1411,,,40.0,,JPY
Japan_TX1412,Smart Phone,Smart Phone 4,13.0,859.45,JPY
Japan_TX1413,Water Bottles,Water Bottles 4,37.0,715.36,JPY
Japan_TX1414,,,31.0,651.41,JPY
Japan_TX1415,Jeans,Jeans 3,40.0,817.63,JPY
Japan_TX1416,Shoes,Shoes 1,,696.09,JPY
Japan_TX1417,Water Bottles,Water Bottles 5,16.0,1003.63,JPY
Japan_TX1418,Smart Phone,Smart Phone 1,,,JPY
Japan_TX1419,Water Bottles,Water Bottles 6,,1012.61,JPY
Japan_TX1420,Smart Phone,Smart Phone 4,13.0,876.83,JPY
Japan_TX1421,Water Bottles,Water Bottles 5,,561.94,JPY
Japan_TX1422,,,21.0,853.62,JPY
Japan_TX1423,Jeans,Jeans 6,43.0,743.32,JPY
Japan_TX1424,Tshirts,Tshirts 4,43.0,758.92,JPY
Japan_TX1425,Shoes,Shoes 3,2.0,823.65,JPY
Japan_TX1426,,,7.0,1133.22,JPY
Japan_TX1427,Tshirts,Tshirts 5,37.0,942.87,JPY
Japan_TX1428,Jeans,Jeans 3,29.0,830.48,JPY
Japan_TX1429,Shoes,Shoes 1,16.0,892.57,JPY
Japan_TX1430,Tshirts,Tshirts 5,44.0,1014.52,JPY
Japan_TX1431,Shoes,Shoes 5,19.0,1066.32,JPY
Japan_TX1432,Jeans,Jeans 2,,552.89,JPY
Japan_TX1433,Shoes,Shoes 3,36.0,,JPY
Japan_TX1434,Tshirts,Tshirts 1,7.0,1138.74,JPY
Japan_TX1435,Jeans,Jeans 5,37.0,565.97,JPY
Japan_TX1436,Tshirts,Tshirts 6,24.0,777.02,JPY
Japan_TX1437,Shoes,Shoes 1,49.0,662.59,JPY
Japan_TX1438,Perfumes,Perfumes 4,20.0,577.28,JPY
Japan_TX1439,Perfumes,Perfumes 2,38.0,505.7,JPY
Japan_TX1440,Jeans,Jeans 1,25.0,699.78,JPY
Japan_TX1441,Jeans,,39.0,963.16,JPY
Japan_TX1442,Perfumes,Perfumes 4,48.0,770.07,JPY
Japan_TX1443,Water Bottles,Water Bottles 4,26.0,605.64,JPY
Japan_TX1444,Water Bottles,Water Bottles 3,10.0,1109.89,JPY
Japan_TX1445,Jeans,Jeans 5,4.0,1069.23,JPY
Japan_TX1446,Shoes,Shoes 5,23.0,1007.57,JPY
Japan_TX1447,Tshirts,Tshirts 6,5.0,1116.18,JPY
Japan_TX1448,Perfumes,Perfumes 3,10.0,,JPY
Japan_TX1449,Water Bottles,Water Bottles 1,,852.28,JPY
Japan_TX1450,Smart Phone,,6.0,900.29,JPY
Japan_TX1451,Water Bottles,Water Bottles 6,37.0,,JPY
Japan_TX1452,Water Bottles,Water Bottles 5,15.0,,JPY
Japan_TX1453,Water Bottles,Water Bottles 4,13.0,713.31,JPY
Japan_TX1454,Perfumes,Perfumes 2,34.0,776.84,JPY
Japan_TX1455,Smart Phone,Smart Phone 3,26.0,1123.58,JPY
Japan_TX1456,,,34.0,,JPY
Japan_TX1457,Perfumes,Perfumes 3,11.0,1042.13,JPY
Japan_TX1458,,,19.0,703.21,JPY
Japan_TX1459,Water Bottles,Water Bottles 5,22.0,1078.83,JPY
Japan_TX1460,,,27.0,946.25,JPY
Japan_TX1461,Perfumes,Perfumes 4,5.0,1117.21,JPY
Japan_TX1462,Tshirts,Tshirts 5,27.0,934.58,JPY
Japan_TX1463,Tshirts,Tshirts 2,2.0,981.16,JPY
Japan_TX1464,Jeans,Jeans 1,35.0,691.98,JPY
Japan_TX1465,Tshirts,,24.0,818.51,JPY
Japan_TX1466,Perfumes,Perfumes 6,17.0,607.31,JPY
Japan_TX1467,Perfumes,Perfumes 3,9.0,1051.56,JPY
Japan_TX1468,Perfumes,Perfumes 2,,606.8,JPY
Japan_TX1469,Perfumes,Perfumes 4,27.0,1102.17,JPY
Japan_TX1470,Water Bottles,Water Bottles 4,47.0,1142.49,JPY
Japan_TX1471,Shoes,Shoes 6,4.0,610.77,JPY
Japan_TX1472,Jeans,Jeans 2,3.0,922.1,JPY
Japan_TX1473,Shoes,Shoes 1,2.0,763.47,JPY
Japan_TX1474,Shoes,Shoes 5,23.0,1168.08,JPY
Japan_TX1475,Perfumes,Perfumes 2,39.0,1072.08,JPY
Japan_TX1476,Jeans,Jeans 3,,1021.22,JPY
Japan_TX1477,,,22.0,818.72,JPY
Japan_TX1478,Perfumes,Perfumes 6,2.0,548.13,JPY
Japan_TX1479,Jeans,Jeans 5,,1073.91,JPY
Japan_TX1480,Jeans,Jeans 6,1.0,1177.05,JPY
Japan_TX1481,Perfumes,Perfumes 6,3.0,866.09,JPY
Japan_TX1482,Tshirts,Tshirts 1,11.0,851.51,JPY
Japan_TX1483,Smart Phone,Smart Phone 2,46.0,1101.77,JPY
Japan_TX1484,Jeans,Jeans 5,,551.51,JPY
Japan_TX1485,Smart Phone,Smart Phone 5,48.0,596.79,JPY
Japan_TX1486,Tshirts,Tshirts 4,11.0,828.76,JPY
Japan_TX1487,Water Bottles,Water Bottles 3,,946.48,JPY
Japan_TX1488,,,,978.82,JPY
Japan_TX1489,Jeans,Jeans 6,13.0,1088.99,JPY
Japan_TX1490,Jeans,Jeans 4,38.0,669.9,JPY
Japan_TX1491,Tshirts,Tshirts 1,,959.95,JPY
Japan_TX1492,Shoes,Shoes 6,39.0,1036.22,JPY
Japan_TX1493,Tshirts,Tshirts 3,18.0,1196.61,JPY
Japan_TX1494,Shoes,Shoes 5,20.0,879.65,JPY
Japan_TX1495,Smart Phone,Smart Phone 1,,862.18,JPY
Japan_TX1496,,,30.0,1108.27,JPY
Japan_TX1497,Perfumes,Perfumes 4,9.0,591.59,JPY
Japan_TX1498,Smart Phone,Smart Phone 3,42.0,511.02,JPY
Japan_TX1499,Water Bottles,,,1114.46,JPY
Japan_TX1500,Tshirts,Tshirts 4,15.0,1025.89,JPY
Japan_TX1501,Shoes,Shoes 3,44.0,755.07,JPY
Japan_TX1502,,,28.0,1196.86,JPY
Japan_TX1503,Water Bottles,Water Bottles 1,32.0,1051.08,JPY
Japan_TX1504,Jeans,Jeans 4,17.0,,JPY
Japan_TX1505,Tshirts,Tshirts 1,12.0,1104.12,JPY
Japan_TX1506,Water Bottles,Water Bottles 5,37.0,865.12,JPY
Japan_TX1507,Smart Phone,Smart Phone 1,37.0,1137.56,JPY
Japan_TX1508,Smart Phone,Smart Phone 1,32.0,683.14,JPY
Japan_TX1509,Smart Phone,Smart Phone 1,30.0,896.03,JPY
Japan_TX1510,Perfumes,Perfumes 3,26.0,626.27,JPY
Japan_TX1511,Perfumes,Perfumes 2,18.0,570.17,JPY
Japan_TX1512,Tshirts,Tshirts 1,,,JPY
Japan_TX1513,Shoes,Shoes 2,38.0,1137.19,JPY
Japan_TX1514,Water Bottles,,17.0,1027.96,JPY
Japan_TX1515,Jeans,Jeans 6,15.0,694.48,JPY
Japan_TX1516,Tshirts,Tshirts 2,16.0,1199.65,JPY
Japan_TX1517,Smart Phone,Smart Phone 1,18.0,,JPY
Japan_TX1518,Jeans,Jeans 5,,973.97,JPY
Japan_TX1519,Smart Phone,,,594.36,JPY
Japan_TX1520,Jeans,Jeans 6,47.0,1058.01,JPY
Japan_TX1521,Shoes,Shoes 5,41.0,911.66,JPY
Japan_TX1522,Water Bottles,Water Bottles 6,45.0,624.3,JPY
Japan_TX1523,Jeans,,2.0,1025.06,JPY
Japan_TX1524,Jeans,Jeans 5,23.0,905.65,JPY
Japan_TX1525,Water Bottles,Water Bottles 3,35.0,705.37,JPY
Japan_TX1526,,,35.0,829.78,JPY
Japan_TX1527,Smart Phone,Smart Phone 6,37.0,980.86,JPY
Japan_TX1528,Jeans,Jeans 6,19.0,522.48,JPY
Japan_TX1529,Smart Phone,,22.0,1149.47,JPY
Japan_TX1530,Shoes,Shoes 6,21.0,922.88,JPY
Japan_TX1531,Smart Phone,,16.0,1124.96,JPY
Japan_TX1532,Water Bottles,Water Bottles 5,2.0,961.47,JPY
Japan_TX1533,Shoes,Shoes 4,8.0,1195.26,JPY
Japan_TX1534,,,31.0,933.55,JPY
Japan_TX1535,Shoes,,16.0,989.68,JPY
Japan_TX1536,Smart Phone,Smart Phone 2,48.0,1140.33,JPY
Japan_TX1537,Jeans,,8.0,816.94,JPY
Japan_TX1538,Smart Phone,Smart Phone 2,19.0,634.52,JPY
Japan_TX1539,,,39.0,809.51,JPY
Japan_TX1540,,,42.0,,JPY
Japan_TX1541,Water Bottles,Water Bottles 6,18.0,,JPY
Japan_TX1542,Smart Phone,Smart Phone 4,46.0,791.38,JPY
Japan_TX1543,Tshirts,Tshirts 1,23.0,1186.99,JPY
Japan_TX1544,Water Bottles,Water Bottles 4,35.0,617.34,JPY
Japan_TX1545,Shoes,Shoes 3,2.0,571.77,JPY
Japan_TX1546,Perfumes,Perfumes 3,16.0,1002.97,JPY
Japan_TX1547,,,2.0,920.52,JPY
Japan_TX1548,Jeans,Jeans 1,41.0,,JPY
Japan_TX1549,,,20.0,545.64,JPY
Japan_TX1550,Perfumes,Perfumes 5,29.0,,JPY
Japan_TX1551,Jeans,Jeans 1,21.0,668.16,JPY
Japan_TX1552,Smart Phone,Smart Phone 4,16.0,591.78,JPY
Japan_TX1553,Perfumes,Perfumes 4,22.0,587.93,JPY
Japan_TX1554,Tshirts,Tshirts 6,9.0,669.69,JPY
Japan_TX1555,Perfumes,Perfumes 2,38.0,975.52,JPY
Japan_TX1556,Smart Phone,Smart Phone 6,4.0,567.59,JPY
Japan_TX1557,,,13.0,710.86,JPY
Japan_TX1558,,,48.0,1020.54,JPY
Japan_TX1559,Shoes,Shoes 3,43.0,713.8,JPY
Japan_TX1560,Perfumes,Perfumes 3,47.0,,JPY
Japan_TX1561,Tshirts,Tshirts 2,23.0,851.61,JPY
Japan_TX1562,Perfumes,,3.0,1112.59,JPY
Japan_TX1563,Perfumes,Perfumes 1,45.0,765.74,JPY
Japan_TX1564,Shoes,Shoes 3,45.0,,JPY
Japan_TX1565,Tshirts,,42.0,832.87,JPY
Japan_TX1566,Water Bottles,Water Bottles 1,37.0,,JPY
Japan_TX1567,Jeans,Jeans 1,44.0,1154.65,JPY
Japan_TX1568,,,22.0,649.14,JPY
Japan_TX1569,Perfumes,Perfumes 1,11.0,529.38,JPY
Japan_TX1570,Tshirts,,30.0,802.63,JPY
Japan_TX1571,Perfumes,Perfumes 4,49.0,752.32,JPY
Japan_TX1572,Jeans,Jeans 1,25.0,575.69,JPY
Japan_TX1573,Smart Phone,Smart Phone 6,,1118.18,JPY
Japan_TX1574,Water Bottles,Water Bottles 3,17.0,531.84,JPY
Japan_TX1575,Shoes,Shoes 3,2.0,502.5,JPY
Japan_TX1576,,,,792.17,JPY
Japan_TX1577,Tshirts,Tshirts 1,40.0,834.51,JPY
Japan_TX1578,Tshirts,Tshirts 6,14.0,520.04,JPY
Japan_TX1579,Jeans,Jeans 1,21.0,929.41,JPY
Japan_TX1580,Water Bottles,Water Bottles 4,14.0,745.33,JPY
Japan_TX1581,Water Bottles,Water Bottles 1,36.0,804.23,JPY
Japan_TX1582,Jeans,,48.0,982.46,JPY
Japan_TX1583,Tshirts,Tshirts 3,26.0,609.7,JPY
Japan_TX1584,Water Bottles,Water Bottles 3,33.0,813.65,JPY
Japan_TX1585,Smart Phone,Smart Phone 4,33.0,628.05,JPY
Japan_TX1586,Shoes,Shoes 6,,1056.82,JPY
Japan_TX1587,,,10.0,1103.46,JPY
Japan_TX1588,Shoes,Shoes 5,44.0,1120.46,JPY
Japan_TX1589,Jeans,Jeans 4,,853.73,JPY
Japan_TX1590,Tshirts,Tshirts 1,49.0,607.18,JPY
Japan_TX1591,Water Bottles,,41.0,1049.64,JPY
Japan_TX1592,Smart Phone,Smart Phone 4,2.0,610.09,JPY
Japan_TX1593,Water Bottles,Water Bottles 6,10.0,1046.66,JPY
Japan_TX1594,Smart Phone,Smart Phone 2,4.0,558.05,JPY
Japan_TX1595,Shoes,Shoes 6,24.0,803.08,JPY
Japan_TX1596,Perfumes,Perfumes 6,6.0,686.66,JPY
Japan_TX1597,Shoes,Shoes 6,25.0,,JPY
Japan_TX1598,Shoes,Shoes 1,10.0,676.25,JPY
Japan_TX1599,Tshirts,Tshirts 5,37.0,1138.02,JPY
Japan_TX1600,Tshirts,Tshirts 3,47.0,977.85,JPY
Japan_TX1601,Water Bottles,Water Bottles 1,19.0,748.81,JPY
Japan_TX1602,Shoes,Shoes 3,,572.61,JPY
Japan_TX1603,Smart Phone,Smart Phone 2,49.0,596.41,JPY
Japan_TX1604,Jeans,Jeans 5,23.0,,JPY
Japan_TX1605,,,,722.61,JPY
Japan_TX1606,Perfumes,Perfumes 5,25.0,728.88,JPY
Japan_TX1607,Tshirts,Tshirts 1,28.0,1158.88,JPY
Japan_TX1608,Shoes,Shoes 3,30.0,907.79,JPY
Japan_TX1609,,,21.0,,JPY
Japan_TX1610,Jeans,,21.0,563.22,JPY
Japan_TX1611,Perfumes,Perfumes 4,49.0,1133.76,JPY
Japan_TX1612,Perfumes,Perfumes 6,46.0,903.0,JPY
Japan_TX1613,Smart Phone,Smart Phone 3,33.0,1179.91,JPY
Japan_TX1614,Shoes,Shoes 6,41.0,1095.21,JPY
Japan_TX1615,Water Bottles,Water Bottles 2,38.0,657.41,JPY
Japan_TX1616,Shoes,Shoes 6,6.0,786.89,JPY
Japan_TX1617,Tshirts,,37.0,552.52,JPY
Japan_TX1618,Smart Phone,Smart Phone 6,37.0,677.81,JPY
Japan_TX1619,Shoes,Shoes 6,2.0,,JPY
Japan_TX1620,Jeans,Jeans 6,15.0,792.14,JPY
Japan_TX1621,Water Bottles,Water Bottles 5,19.0,743.79,JPY
Japan_TX1622,Smart Phone,Smart Phone 4,18.0,750.35,JPY
Japan_TX1623,Smart Phone,Smart Phone 2,22.0,645.83,JPY
Japan_TX1624,Water Bottles,Water Bottles 5,2.0,1171.61,JPY
Japan_TX1625,Shoes,Shoes 4,1.0,839.54,JPY
Japan_TX1626,Jeans,Jeans 2,12.0,1194.81,JPY
Japan_TX1627,Jeans,Jeans 2,7.0,920.01,JPY
Japan_TX1628,Jeans,Jeans 5,26.0,1011.17,JPY
Japan_TX1629,Perfumes,Perfumes 2,9.0,823.24,JPY
Japan_TX1630,Perfumes,,40.0,1112.52,JPY
Japan_TX1631,Water Bottles,Water Bottles 3,40.0,807.61,JPY
Japan_TX1632,Water Bottles,Water Bottles 5,42.0,657.25,JPY
Japan_TX1633,Perfumes,Perfumes 4,,593.35,JPY
Japan_TX1634,Smart Phone,Smart Phone 1,48.0,1082.94,JPY
Japan_TX1635,Shoes,Shoes 2,27.0,595.38,JPY
Japan_TX1636,Water Bottles,Water Bottles 1,47.0,1164.72,JPY
Japan_TX1637,Jeans,Jeans 2,24.0,760.73,JPY
Japan_TX1638,Tshirts,Tshirts 1,,601.72,JPY
Japan_TX1639,Tshirts,Tshirts 3,17.0,615.78,JPY
Japan_TX1640,Jeans,Jeans 5,6.0,1107.42,JPY
Japan_TX1641,Tshirts,Tshirts 2,10.0,699.41,JPY
Japan_TX1642,Jeans,Jeans 6,21.0,533.51,JPY
Japan_TX1643,Perfumes,Perfumes 4,1.0,1163.82,JPY
Japan_TX1644,Tshirts,Tshirts 5,12.0,689.0,JPY
Japan_TX1645,Perfumes,Perfumes 5,46.0,851.68,JPY
Japan_TX1646,Shoes,Shoes 6,,506.17,JPY
Japan_TX1647,Water Bottles,Water Bottles 1,5.0,970.17,JPY
Japan_TX1648,Jeans,Jeans 4,49.0,787.57,JPY
Japan_TX1649,Shoes,Shoes 2,,710.67,JPY
Japan_TX1650,Smart Phone,Smart Phone 2,35.0,993.93,JPY
Japan_TX1651,Shoes,Shoes 5,20.0,594.3,JPY
Japan_TX1652,Smart Phone,Smart Phone 2,4.0,628.97,JPY
Japan_TX1653,Shoes,Shoes 5,,884.27,JPY
Japan_TX1654,Tshirts,Tshirts 6,15.0,1098.23,JPY
Japan_TX1655,Jeans,Jeans 5,20.0,973.9,JPY
Japan_TX1656,Water Bottles,Water Bottles 5,5.0,814.51,JPY
Japan_TX1657,Perfumes,Perfumes 4,22.0,737.67,JPY
Japan_TX1658,Tshirts,Tshirts 1,18.0,867.57,JPY
Japan_TX1659,Jeans,Jeans 1,34.0,712.88,JPY
Japan_TX1660,Smart Phone,Smart Phone 6,18.0,,JPY
Japan_TX1661,Smart Phone,Smart Phone 4,4.0,1012.13,JPY
Japan_TX1662,Perfumes,,24.0,607.02,JPY
Japan_TX1663,,,19.0,1060.25,JPY
Japan_TX1664,Jeans,Jeans 4,4.0,831.67,JPY
Japan_TX1665,Perfumes,Perfumes 3,8.0,677.74,JPY
Japan_TX1666,Smart Phone,Smart Phone 4,14.0,1179.68,JPY
Japan_TX1667,Smart Phone,Smart Phone 4,35.0,1063.51,JPY
Japan_TX1668,Smart Phone,Smart Phone 3,32.0,539.26,JPY
Japan_TX1669,Jeans,Jeans 5,46.0,1176.2,JPY
Japan_TX1670,Jeans,Jeans 2,15.0,745.05,JPY
Japan_TX1671,Tshirts,Tshirts 1,28.0,613.86,JPY
Japan_TX1672,Jeans,Jeans 2,5.0,747.73,JPY
Japan_TX1673,Jeans,Jeans 6,10.0,772.57,JPY
Japan_TX1674,Tshirts,Tshirts 2,46.0,721.87,JPY
Japan_TX1675,Smart Phone,Smart Phone 1,12.0,709.92,JPY
Japan_TX1676,Smart Phone,Smart Phone 2,5.0,549.17,JPY
Japan_TX1677,Smart Phone,Smart Phone 3,19.0,911.67,JPY
Japan_TX1678,Tshirts,Tshirts 3,43.0,973.12,JPY
Japan_TX1679,Shoes,Shoes 5,15.0,1102.46,JPY
Japan_TX1680,Perfumes,Perfumes 2,,535.36,JPY
Japan_TX1681,Tshirts,Tshirts 5,,826.16,JPY
Japan_TX1682,,,44.0,501.72,JPY
Japan_TX1683,Smart Phone,,,941.32,JPY
Japan_TX1684,Smart Phone,Smart Phone 3,41.0,999.12,JPY
Japan_TX1685,,,15.0,1037.25,JPY
Japan_TX1686,Tshirts,Tshirts 2,36.0,676.79,JPY
Japan_TX1687,Tshirts,Tshirts 1,22.0,,JPY
Japan_TX1688,Jeans,,38.0,886.42,JPY
Japan_TX1689,Smart Phone,Smart Phone 2,15.0,785.76,JPY
Japan_TX1690,Water Bottles,Water Bottles 4,15.0,932.63,JPY
Japan_TX1691,Smart Phone,Smart Phone 3,28.0,982.04,JPY
Japan_TX1692,Smart Phone,,3.0,1170.59,JPY
Japan_TX1693,Perfumes,Perfumes 4,20.0,,JPY
Japan_TX1694,Water Bottles,Water Bottles 5,3.0,,JPY
Japan_TX1695,Shoes,Shoes 4,12.0,1113.62,JPY
Japan_TX1696,Perfumes,Perfumes 4,12.0,943.96,JPY
Japan_TX1697,,,6.0,1131.52,JPY
Japan_TX1698,Tshirts,Tshirts 3,6.0,613.56,JPY
Japan_TX1699,Jeans,Jeans 2,6.0,651.33,JPY
Japan_TX1700,Perfumes,Perfumes 1,44.0,,JPY
Japan_TX1701,Tshirts,,44.0,667.72,JPY
Japan_TX1702,Perfumes,Perfumes 5,,550.31,JPY
Japan_TX1703,Water Bottles,Water Bottles 2,22.0,657.82,JPY
Japan_TX1704,,,15.0,647.38,JPY
Japan_TX1705,Water Bottles,Water Bottles 4,11.0,949.49,JPY
Japan_TX1706,,,9.0,898.35,JPY
Japan_TX1707,Shoes,,22.0,1021.09,JPY
Japan_TX1708,Smart Phone,Smart Phone 1,47.0,728.96,JPY
Japan_TX1709,Jeans,Jeans 5,1.0,1131.16,JPY
Japan_TX1710,Shoes,Shoes 5,,599.08,JPY
Japan_TX1711,Jeans,Jeans 5,17.0,,JPY
Japan_TX1712,Water Bottles,Water Bottles 1,26.0,987.58,JPY
Japan_TX1713,Jeans,Jeans 3,,775.72,JPY
Japan_TX1714,Tshirts,Tshirts 3,47.0,823.93,JPY
Japan_TX1715,Shoes,,9.0,798.11,JPY
Japan_TX1716,Perfumes,Perfumes 5,46.0,887.64,JPY
Japan_TX1717,Perfumes,Perfumes 6,25.0,1127.06,JPY
Japan_TX1718,Shoes,Shoes 3,30.0,1126.44,JPY
Japan_TX1719,Water Bottles,Water Bottles 6,13.0,,JPY
Japan_TX1720,Shoes,Shoes 3,35.0,548.39,JPY
Japan_TX1721,Water Bottles,Water Bottles 6,32.0,1163.1,JPY
Japan_TX1722,Smart Phone,Smart Phone 6,2.0,1011.49,JPY
Japan_TX1723,,,,592.29,JPY
Japan_TX1724,Tshirts,Tshirts 6,2.0,951.6,JPY
Japan_TX1725,Tshirts,Tshirts 4,21.0,1015.68,JPY
Japan_TX1726,Jeans,Jeans 1,49.0,591.45,JPY
Japan_TX1727,Jeans,Jeans 5,41.0,719.61,JPY
Japan_TX1728,Shoes,Shoes 6,,598.2,JPY
Japan_TX1729,Perfumes,Perfumes 4,8.0,913.22,JPY
Japan_TX1730,Jeans,Jeans 4,12.0,845.44,JPY
Japan_TX1731,Smart Phone,Smart Phone 5,37.0,503.06,JPY
Japan_TX1732,Shoes,Shoes 4,15.0,1177.58,JPY
Japan_TX1733,Jeans,Jeans 2,,1026.73,JPY
Japan_TX1734,Water Bottles,Water Bottles 1,26.0,904.43,JPY
Japan_TX1735,,,28.0,815.09,JPY
Japan_TX1736,Perfumes,Perfumes 2,2.0,766.41,JPY
Japan_TX1737,,,1.0,531.08,JPY
Japan_TX1738,Jeans,,31.0,811.58,JPY
Japan_TX1739,Jeans,Jeans 4,40.0,816.8,JPY
Japan_TX1740,Water Bottles,,5.0,1122.97,JPY
Japan_TX1741,Jeans,Jeans 4,,972.82,JPY
Japan_TX1742,,,9.0,1030.5,JPY
Japan_TX1743,Perfumes,Perfumes 6,6.0,755.53,JPY
Japan_TX1744,Smart Phone,Smart Phone 5,20.0,591.43,JPY
Japan_TX1745,Tshirts,Tshirts 2,37.0,,JPY
Japan_TX1746,Perfumes,Perfumes 3,24.0,1127.22,JPY
Japan_TX1747,Shoes,Shoes 2,32.0,865.67,JPY
Japan_TX1748,Water Bottles,Water Bottles 4,44.0,1108.54,JPY
Japan_TX1749,Smart Phone,Smart Phone 1,31.0,,JPY
Japan_TX1750,Jeans,Jeans 3,,1198.99,JPY
Japan_TX1751,Perfumes,Perfumes 5,28.0,1080.23,JPY
Japan_TX1752,Smart Phone,Smart Phone 5,31.0,972.92,JPY
Japan_TX1753,Water Bottles,Water Bottles 5,29.0,790.99,JPY
Japan_TX1754,Jeans,Jeans 6,,689.51,JPY
Japan_TX1755,Tshirts,Tshirts 4,36.0,748.69,JPY
Japan_TX1756,Water Bottles,Water Bottles 1,23.0,,JPY
Japan_TX1757,Water Bottles,Water Bottles 5,3.0,598.74,JPY
Japan_TX1758,Tshirts,Tshirts 5,31.0,,JPY
Japan_TX1759,Jeans,Jeans 3,15.0,640.05,JPY
Japan_TX1760,,,45.0,775.07,JPY
Japan_TX1761,Smart Phone,Smart Phone 4,26.0,571.38,JPY
Japan_TX1762,,,25.0,1161.54,JPY
Japan_TX1763,Tshirts,Tshirts 1,14.0,867.21,JPY
Japan_TX1764,Perfumes,Perfumes 5,19.0,559.25,JPY
Japan_TX1765,,,42.0,,JPY
Japan_TX1766,Perfumes,Perfumes 1,,1047.04,JPY
Japan_TX1767,Tshirts,Tshirts 6,14.0,851.14,JPY
Japan_TX1768,,,5.0,964.64,JPY
Japan_TX1769,Perfumes,Perfumes 5,22.0,706.03,JPY
Japan_TX1770,Smart Phone,Smart Phone 2,15.0,1145.87,JPY
Japan_TX1771,Tshirts,Tshirts 2,36.0,746.01,JPY
Japan_TX1772,Shoes,,28.0,644.56,JPY
Japan_TX1773,Shoes,Shoes 6,,597.75,JPY
Japan_TX1774,Tshirts,,,549.96,JPY
Japan_TX1775,Tshirts,Tshirts 2,16.0,1119.28,JPY
Japan_TX1776,Perfumes,Perfumes 1,45.0,585.9,JPY
Japan_TX1777,Shoes,Shoes 2,39.0,974.85,JPY
Japan_TX1778,Tshirts,Tshirts 6,16.0,1122.79,JPY
Japan_TX1779,Tshirts,Tshirts 5,44.0,1124.26,JPY
Japan_TX1780,Water Bottles,Water Bottles 2,36.0,981.68,JPY
Japan_TX1781,,,41.0,1194.57,JPY
Japan_TX1782,Jeans,Jeans 3,34.0,556.22,JPY
Japan_TX1783,Tshirts,Tshirts 5,25.0,1029.25,JPY
Japan_TX1784,,,26.0,899.52,JPY
Japan_TX1785,Jeans,Jeans 5,20.0,1179.13,JPY
Japan_TX1786,Shoes,Shoes 6,23.0,945.23,JPY
Japan_TX1787,Jeans,,34.0,582.22,JPY
Japan_TX1788,Shoes,Shoes 1,2.0,676.92,JPY
Japan_TX1789,Jeans,Jeans 4,10.0,,JPY
Japan_TX1790,Perfumes,Perfumes 3,6.0,847.67,JPY
Japan_TX1791,Perfumes,Perfumes 5,13.0,951.08,JPY
Japan_TX1792,Water Bottles,Water Bottles 4,1.0,1196.1,JPY
Japan_TX1793,,,15.0,,JPY
Japan_TX1794,Tshirts,Tshirts 5,1.0,1155.11,JPY
Japan_TX1795,Water Bottles,Water Bottles 6,4.0,578.26,JPY
Japan_TX1796,Shoes,Shoes 1,17.0,1125.12,JPY
Japan_TX1797,Shoes,,46.0,512.79,JPY
Japan_TX1798,Water Bottles,Water Bottles 5,44.0,713.68,JPY
Japan_TX1799,Smart Phone,Smart Phone 5,33.0,961.82,JPY
Japan_TX1800,Tshirts,Tshirts 1,19.0,829.17,JPY
Japan_TX1801,Shoes,Shoes 2,17.0,754.54,JPY
Japan_TX1802,Perfumes,Perfumes 5,29.0,991.61,JPY
Japan_TX1803,Water Bottles,Water Bottles 4,2.0,740.01,JPY
Japan_TX1804,Smart Phone,,27.0,1052.94,JPY
Japan_TX1805,Perfumes,Perfumes 6,39.0,1050.87,JPY
Japan_TX1806,Jeans,Jeans 6,7.0,1090.56,JPY
Japan_TX1807,Jeans,Jeans 6,48.0,938.24,JPY
Japan_TX1808,,,8.0,1122.51,JPY
Japan_TX1809,Jeans,Jeans 2,40.0,1055.04,JPY
